stop_point_ref,stop_name,call_count,avg_arrival_delay,avg_departure_delay,median_arrival_delay,median_departure_delay,latitude,longitude
cz:55100:NVBW_99711,Praha Florenc/Busbahnhof,1,,0.0,,0.0,,
cz:55100:NVBW_11342:0:1,Praha Na Knížecí,1,0.0,0.0,0.0,0.0,,
de:09362:11090:5:16,Regensburg Hbf,1,0.0,0.0,0.0,0.0,,
de:09161:9009:3:7,Ingolstadt Nord,1,0.0,0.0,0.0,0.0,,
de:09771:2301:0:E,"Aichach, Bäckerei Zametzer",1,0.0,0.0,0.0,0.0,,
de:09761:432:0:1,"Augsburg, Fernbushaltestelle",1,0.0,0.0,0.0,0.0,,
de:08421:1699:0:1,Ulm Fernbus-Halt,2,0.0,0.0,0.0,0.0,,
de:08116:2103:3:1,Flughafen/Messe,2,0.0,0.0,0.0,0.0,,
de:08416:11000,Tübingen Hauptbahnhof,2,0.0,0.0,0.0,0.0,,
ch:23026:62997:0:1,"Zürich, Bus Station",1,0.0,,0.0,,,
fr:24075:11171:0:Flix,Paris Bercy Seine,1,,0.0,,0.0,,
fr:24077:1444:0:Flix,Chessy Sud,1,0.0,0.0,0.0,0.0,,
fr:24067:1301,Strasbourg Etoile Bourse,1,0.0,0.0,0.0,0.0,,
de:08317:14509:1:1,Offenburg Messe Offenburg,1,0.0,0.0,0.0,0.0,,
de:08237:1002:2:8,FDS Stadtbahnhof,1,0.0,0.0,0.0,0.0,,
de:09162:145:17:17,ZOB,1,0.0,,0.0,,,
de:08416:11000:4:5,Tübingen Hauptbahnhof,1,,8.0,,8.0,,
de:08415:22006:2:1,Reutlingen Hauptbahnhof,2,3.5,7.0,3.5,7.0,,
de:08415:22008:3:2,Metzingen Bahnhof,1,7.0,7.0,7.0,7.0,,
de:08116:5772:1:2,Bempflingen,1,7.0,7.0,7.0,7.0,,
de:08116:2931:2:2,Nürtingen,1,6.0,6.0,6.0,6.0,,
de:08116:5770:1:1,Oberboihingen,1,6.0,6.0,6.0,6.0,,
de:08116:4257:1:1,Wendlingen (N),1,6.0,6.0,6.0,6.0,,
de:08116:7802:1:7,Plochingen,1,6.0,6.0,6.0,6.0,,
de:08116:7800:1:7,Esslingen (N),1,5.0,5.0,5.0,5.0,,
de:08111:6333:2:1,Bad Cannstatt,1,5.0,5.0,5.0,5.0,,
de:08111:6115:2:3,Stuttgart Hauptbahnhof (oben),1,5.0,0.0,5.0,0.0,,
de:08118:7402:3:1,Ludwigsburg,1,0.0,0.0,0.0,0.0,,
de:08118:1400:4:10,Bietigheim,1,0.0,0.0,0.0,0.0,,
de:08118:5583:1:1,Besigheim,1,0.0,0.0,0.0,0.0,,
de:08118:5785:1:1,Walheim,1,0.0,0.0,0.0,0.0,,
de:08118:5723:1:1,Kirchheim (N),1,0.0,0.0,0.0,0.0,,
de:08125:1438:3:2,Lauffen (N),1,0.0,0.0,0.0,0.0,,
de:08125:8155:2:2,Nordheim (Württ),1,0.0,0.0,0.0,0.0,,
de:08121:26:4:4,Heilbronn Hauptbahnhof,1,0.0,,0.0,,,
de:08416:11000:2:1,Tübingen Hauptbahnhof,2,,0.0,,0.0,,
de:08416:12001:3:2,Tübingen Lustnau Bahnhof,2,0.0,0.5,0.0,0.5,,
de:08416:2002:3:2,K'furt Bahnhof,2,0.0,0.5,0.0,0.5,,
de:08415:22003:3:2,Wannweil Bahnhof,2,0.0,0.0,0.0,0.0,,
de:08415:22004:3:2,Betzingen Bahnhof,2,0.0,0.0,0.0,0.0,,
de:08415:22005:3:2,Reutlingen Westbahnhof,2,0.0,0.0,0.0,0.0,,
de:08415:22006:3:3,Reutlingen Hauptbahnhof,1,0.0,,0.0,,,
de:08416:11000:2:13,Tübingen Hauptbahnhof,3,,0.0,,0.0,,
de:08416:12041:5:1,Tübingen Westbahnhof,2,0.0,0.0,0.0,0.0,,
de:08416:12046:2:1,Unterjesingen Sandäcker,3,0.0,0.0,0.0,0.0,,
de:08416:12043:2:1,Unterjesingen Mitte Bf.,3,0.0,0.0,0.0,0.0,,
de:08416:2043:2:1,Pfäffingen Bahnhof,3,0.0,0.0,0.0,0.0,,
de:08416:2044:2:1,Entringen Bahnhof,2,0.0,0.0,0.0,0.0,,
de:08416:5212:2:1,Altingen Bahnhof,2,0.0,0.0,0.0,0.0,,
de:08115:3231:1:1,Gültstein,2,0.0,0.0,0.0,0.0,,
de:08115:7202:1:1,Herrenberg Zwerchweg,2,0.0,0.0,0.0,0.0,,
de:08115:4512:4:102,Herrenberg,2,0.0,,0.0,,,
de:08416:12041:5:2,Tübingen Westbahnhof,1,0.0,0.0,0.0,0.0,,
de:08416:2044:2:2,Entringen Bahnhof,1,0.0,,0.0,,,
de:08416:11000:4:6,Tübingen Hauptbahnhof,2,,0.0,,0.0,,
de:08416:12101:2:1,Tübingen Derendingen Bhf,2,0.0,0.0,0.0,0.0,,
de:08416:2102:1:1,Dußlingen Bahnhof,2,0.0,0.0,0.0,0.0,,
de:08416:2103:2:1,Nehren Bahnhof,2,0.0,0.0,0.0,0.0,,
de:08416:1006:2:1,Mössingen Bahnhof,1,0.0,0.0,0.0,0.0,,
de:08416:4456:3:1,Belsen Bahnhof,2,0.0,0.0,0.0,0.0,,
de:08416:2106:1:1,Bodelshausen Bahnhof,2,0.0,0.0,0.0,0.0,,
de:08417:32107:2:1,Hechingen Bf/ZOB,2,0.0,0.0,0.0,0.0,,
de:08417:30104:3:2,Bisingen Bahnhof,1,0.0,0.0,0.0,0.0,,
de:08417:32109:4:3,Balingen Bahnhof/Busbf,2,0.0,0.0,0.0,0.0,,
de:08417:32110:3:2,Ebingen Bahnhof,2,0.0,,0.0,,,
de:08416:1006:3:2,Mössingen Bahnhof,1,0.0,0.0,0.0,0.0,,
de:08417:30104:2:1,Bisingen Bahnhof,1,0.0,0.0,0.0,0.0,,
de:08417:30752:2:1,Engstlatt Bahnhof,1,0.0,0.0,0.0,0.0,,
de:08417:32113:2:1,Balingen Süd,1,0.0,0.0,0.0,0.0,,
de:08417:32200:2:1,Frommern Bahnhof,1,0.0,0.0,0.0,0.0,,
de:08417:32115:2:1,Laufen Bahnhof,1,0.0,0.0,0.0,0.0,,
de:08417:32116:2:Gleis,Albstadt-Lautlingen,1,0.0,0.0,0.0,0.0,,
de:08417:47604:2:1,Ebingen West,1,0.0,0.0,0.0,0.0,,
de:08416:11000:3:12,Tübingen Hauptbahnhof,2,,2.5,,2.5,,
de:08416:2503:2:1,Kiebingen Bhf,2,2.5,2.5,2.5,2.5,,
de:08416:1005:3:2,Rottenburg Bahnhof,1,4.0,4.0,4.0,4.0,,
de:08416:2505:2:1,Bad Niedernau Bahnhof,1,4.0,3.0,4.0,3.0,,
de:08416:2506:3:2,Bieringen (Neckar) Bahnhof,1,3.0,4.0,3.0,4.0,,
de:08237:8031:3:2,Eyach Bahnhof,1,3.0,0.0,3.0,0.0,,
de:08237:5212:2:1,Mühlen Bahnhof,1,0.0,0.0,0.0,0.0,,
de:08237:5001:4:6,Horb Bahnhof/ZOB,1,0.0,,0.0,,,
de:08416:1005:2:1,Rottenburg Bahnhof,1,0.0,,0.0,,,
de:08416:11000:14:H,Tübingen Hauptbahnhof,11,0.0,0.0,0.0,0.0,,
de:08416:10904:0:1,Tübingen Freibad,6,3.0,3.0,0.0,0.0,,
de:08416:10906:0:1,Weilheim Kneiple,3,0.0,0.0,0.0,0.0,,
de:08416:10905:0:1,Weilheim Alte Landstr.,3,0.0,0.0,0.0,0.0,,
de:08416:10907:0:1,Weilheim Rathaus,3,0.0,0.0,0.0,0.0,,
de:08416:13050:0:1,Kilchberg Keltengrab,3,0.0,0.0,0.0,0.0,,
de:08416:13041:0:1,Kilchberg Rathaus,3,0.0,0.0,0.0,0.0,,
de:08416:13303:1:1,Kilchberg Schloß,3,0.0,0.0,0.0,0.0,,
de:08416:12502:1:1,Kilchberg Bahnhof,3,0.0,0.0,0.0,0.0,,
de:08416:13034:0:1,Bühl Rathaus,3,0.0,0.0,0.0,0.0,,
de:08416:3035:0:1,Kiebingen Löwen,1,0.0,0.0,0.0,0.0,,
de:08416:3040:0:1,Rottenburg Schlachthaus,1,0.0,0.0,0.0,0.0,,
de:08416:1005:1:A,Rottenburg Bahnhof,1,0.0,,0.0,,,
de:08416:10204:0:5,Tübingen BG Unfallklinik,15,1.736,1.379,0.0,0.0,,
de:08416:10203:0:4,Tübingen Uni-Kliniken Berg,15,1.371,1.393,0.0,0.0,,
de:08416:10190:0:4,Tübingen Breiter Weg,6,3.0,3.0,0.0,0.0,,
de:08416:10191:0:4,Tübingen Calwerstraße,6,3.0,3.0,0.0,0.0,,
de:08416:10192:0:4,Tübingen Parkhaus König,8,2.25,2.25,0.0,0.0,,
de:08416:10508:0:4,Tübingen Stadtgraben,37,0.559,0.559,0.0,0.0,,
de:08416:10502:0:5,Tübingen Nonnenhaus,37,0.562,0.573,0.0,0.0,,
de:08416:10501:0:4,Tübingen Neckarbrücke,37,0.532,0.543,0.0,0.0,,
de:08416:11000:14:J,Tübingen Hauptbahnhof,55,0.4,0.421,0.0,0.0,,
de:08416:13035:0:1,Bühl Römerstraße,4,0.0,0.0,0.0,0.0,,
de:08416:13034:0:4,Bühl Rathaus,2,0.0,0.0,0.0,0.0,,
de:08416:12502:1:4,Kilchberg Bahnhof,2,0.0,0.0,0.0,0.0,,
de:08416:13303:3:4,Kilchberg Schloß,2,0.0,0.0,0.0,0.0,,
de:08416:13041:0:4,Kilchberg Rathaus,2,0.0,0.0,0.0,0.0,,
de:08416:13050:0:4,Kilchberg Keltengrab,2,0.0,0.0,0.0,0.0,,
de:08416:10907:0:4,Weilheim Rathaus,2,0.0,0.0,0.0,0.0,,
de:08416:10905:0:4,Weilheim Alte Landstr.,2,0.0,0.0,0.0,0.0,,
de:08416:10906:0:4,Weilheim Kneiple,2,0.0,0.0,0.0,0.0,,
de:08416:10904:0:4,Tübingen Freibad,5,3.54,3.62,0.0,0.0,,
de:08416:11000:11:B,Tübingen Hauptbahnhof,20,1.131,0.805,0.0,0.0,,
de:08416:10501:0:3,Tübingen Neckarbrücke,38,0.461,0.461,0.0,0.0,,
de:08416:10520:0:3,Tübingen Wilhelmstraße,39,0.436,0.436,0.0,0.0,,
de:08416:10509:0:1,Tübingen Gmelinstraße,20,0.805,0.805,0.0,0.0,,
de:08416:10507:0:8,Tübingen Hölderlinstraße,45,0.432,0.443,0.0,0.0,,
de:08416:10510:0:1,Tübingen Rümelinstraße,17,1.044,1.044,0.0,0.0,,
de:08416:10192:0:2,Tübingen Parkhaus König,7,2.3,2.3,0.0,0.0,,
de:08416:10191:0:1,Tübingen Calwerstraße,7,2.3,2.3,0.0,0.0,,
de:08416:10190:0:1,Tübingen Breiter Weg,7,2.3,2.3,0.0,0.0,,
de:08416:10203:0:1,Tübingen Uni-Kliniken Berg,20,0.805,0.805,0.0,0.0,,
de:08416:10204:0:3,Tübingen BG Unfallklinik,20,0.805,1.006,0.0,0.0,,
de:08416:11000:13:L,Tübingen Hauptbahnhof,7,,0.014,,0.0,,
de:08416:10517:0:1,Tübingen Blaue Brücke,44,0.007,0.007,0.0,0.0,,
de:08416:10800:0:1,Tübingen Landestheater,26,0.004,0.004,0.0,0.0,,
de:08416:10826:0:1,Tübingen Hügelschule,10,0.01,0.01,0.0,0.0,,
de:08416:10801:0:1,Tübingen Reutlinger Str.,13,0.008,0.008,0.0,0.0,,
de:08416:806:0:0,Kusterdingen Abzw. B 28,7,0.014,0.014,0.0,0.0,,
de:08416:802:0:2,Kusterd. Altes Rathaus,7,0.014,0.014,0.0,0.0,,
de:08416:803:0:0,Kusterdingen Bannholz,7,0.014,0.014,0.0,0.0,,
de:08416:809:0:0,Kusterdingen Liststraße,7,0.014,0.014,0.0,0.0,,
de:08416:807:0:0,Kusterd. Schulzentrum,7,0.014,0.014,0.0,0.0,,
de:08416:804:0:0,Kusterdingen Mozartstr.,7,0.014,0.014,0.0,0.0,,
de:08416:802:0:1,Kusterd. Altes Rathaus,7,0.014,0.014,0.0,0.0,,
de:08416:4004:0:0,Jettenburg Brunnenplatz,7,0.014,0.0,0.0,0.0,,
de:08415:29350:0:1,Betzingen NMI,1,0.0,0.0,0.0,0.0,,
de:08415:29246:0:2,Betzingen Aspenhaustr.,1,0.0,0.0,0.0,0.0,,
de:08415:29245:0:2,Betzingen Mark West,1,0.0,0.0,0.0,0.0,,
de:08415:29244:0:2,Betzingen Täleswiesenstraße,1,0.0,0.0,0.0,0.0,,
de:08415:29170:0:1,Betzingen Ferd.-Lassalle-Str.,3,0.0,0.0,0.0,0.0,,
de:08415:29351:0:2,Betzingen Auchtertstraße,1,0.0,0.0,0.0,0.0,,
de:08415:29352:0:2,Betzingen Im Staudfuß,1,0.0,0.0,0.0,0.0,,
de:08415:22004:1:1,Betzingen Bahnhof,1,0.0,0.0,0.0,0.0,,
de:08415:29353:0:2,Betzingen Zeppelinstraße,1,0.0,0.0,0.0,0.0,,
de:08415:29260:0:2,Reutlingen Stadtwerke,1,0.0,0.0,0.0,0.0,,
de:08415:29110:0:2,Reutlingen Festplatz,1,0.0,0.0,0.0,0.0,,
de:08415:29143:0:2,Reutlingen Lohmühlestr.,1,0.0,0.0,0.0,0.0,,
de:08415:22005:1:2,Reutlingen Westbahnhof,1,0.0,0.0,0.0,0.0,,
de:08415:29333:2:C,Reutlingen Stadtmitte,1,0.0,0.0,0.0,0.0,,
de:08415:22006:1:H4,Reutlingen Hauptbahnhof,1,0.0,,0.0,,,
de:08416:10316:0:1,Tübingen Stauden,7,0.0,0.0,0.0,0.0,,
de:08416:10307:0:4,Tübingen Eichhaldenstraße,3,0.0,0.0,0.0,0.0,,
de:08416:10302:0:4,Tübingen Neuhaldenstraße,3,0.0,0.0,0.0,0.0,,
de:08416:10306:0:4,Tübingen Jürgensenstraße,3,0.0,0.0,0.0,0.0,,
de:08416:10305:0:4,Tübingen Stuttgarter Str.,4,0.0,0.0,0.0,0.0,,
de:08416:10300:0:4,Tübingen Landhausstraße,5,0.0,0.0,0.0,0.0,,
de:08416:10505:0:4,Tübingen Pauline-Krone-Heim,6,0.0,0.0,0.0,0.0,,
de:08416:10506:0:4,Tübingen Mohlstraße,7,0.0,0.0,0.0,0.0,,
de:08416:11000:12:F,Tübingen Hauptbahnhof,15,0.0,0.0,0.0,0.0,,
de:08416:10614:0:1,Tübingen Alter Güterbahnhof,6,0.0,0.0,0.0,0.0,,
de:08416:10816:0:1,Tübingen Schweickhardtstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10813:0:1,Tübingen Stadtwerke,11,0.0,0.0,0.0,0.0,,
de:08416:10808:0:1,Tübingen Aixer Straße,9,0.067,0.067,0.0,0.0,,
de:08416:10818:0:1,Tübingen Wankheimer Täle,2,0.0,0.0,0.0,0.0,,
de:08416:10819:0:4,Tübingen Franz. Viertel,4,0.0,0.0,0.0,0.0,,
de:08416:10323:0:4,Pfrondorf Lindenstraße,6,0.0,0.2,0.0,0.2,,
de:08416:10327:0:4,Pfrondorf Schönbuchhalle,2,0.5,0.5,0.5,0.5,,
de:08416:10326:0:4,Pfrondorf Maienfeldstraße,2,0.6,0.6,0.6,0.6,,
de:08416:10338:0:1,Pfrondorf Bei der Kirche,2,0.0,0.0,0.0,0.0,,
de:08416:10310:0:4,Pfrondorf Lusstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10309:0:4,Pfrondorf Rathaus,1,0.6,0.6,0.6,0.6,,
de:08416:10337:0:4,Pfrondorf Steinbruchstraße,1,0.7,0.7,0.7,0.7,,
de:08416:10308:0:4,Pfrondorf Seestraße,1,0.6,0.6,0.6,0.6,,
de:08416:10333:0:4,Pfrondorf Zollernstraße,1,0.5,0.5,0.5,0.5,,
de:08416:10818:0:4,Tübingen Wankheimer Täle,2,0.0,0.0,0.0,0.0,,
de:08416:10808:0:4,Tübingen Aixer Straße,9,0.029,0.143,0.0,0.0,,
de:08416:10813:0:4,Tübingen Stadtwerke,7,0.214,0.243,0.0,0.0,,
de:08416:10816:0:4,Tübingen Schweickhardtstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10614:0:4,Tübingen Alter Güterbahnhof,2,0.0,0.0,0.0,0.0,,
de:08416:10800:0:4,Tübingen Landestheater,5,0.62,0.66,0.0,0.0,,
de:08416:10518:0:4,Tübingen Poststraße,22,0.145,0.159,0.0,0.0,,
de:08416:11000:11:C,Tübingen Hauptbahnhof,9,0.0,0.0,0.0,0.0,,
de:08416:10501:0:2,Tübingen Neckarbrücke,26,0.0,0.0,0.0,0.0,,
de:08416:10520:0:2,Tübingen Wilhelmstraße,21,0.0,0.0,0.0,0.0,,
de:08416:10503:0:2,Tübingen Uni / Neue Aula,11,0.0,0.0,0.0,0.0,,
de:08416:10504:0:1,Tübingen Lothar-Meyer-Bau,19,0.0,0.0,0.0,0.0,,
de:08416:10505:0:1,Tübingen Pauline-Krone-Heim,12,0.0,0.0,0.0,0.0,,
de:08416:10300:0:1,Tübingen Landhausstraße,11,0.0,0.0,0.0,0.0,,
de:08416:10305:0:1,Tübingen Stuttgarter Str.,10,0.0,0.0,0.0,0.0,,
de:08416:10303:0:1,Tübingen Kreuzstraße,5,0.0,0.0,0.0,0.0,,
de:08416:10322:0:1,Tübingen Dorfackerschule,5,0.0,0.0,0.0,0.0,,
de:08416:10319:0:1,Tübingen Steige,5,0.0,0.0,0.0,0.0,,
de:08416:10320:0:1,Tübingen Wolfsbaumweg,5,0.0,0.0,0.0,0.0,,
de:08416:10325:0:1,Tübingen Gottfr.-Pressel-Weg,5,0.0,0.0,0.0,0.0,,
de:08416:10318:0:1,Tübingen B.-v.-Suttner-Straße,5,0.0,0.0,0.0,0.0,,
de:08416:10315:0:1,Tübingen Herrlesberg,5,0.0,0.0,0.0,0.0,,
de:08416:10317:0:1,Tübingen Käthe-Kollwitz-Str.,5,0.0,0.0,0.0,0.0,,
de:08416:10332:0:1,Tübingen Stäudach,5,0.0,0.0,0.0,0.0,,
de:08416:10333:0:1,Pfrondorf Zollernstraße,5,0.0,0.0,0.0,0.0,,
de:08416:10308:0:1,Pfrondorf Seestraße,5,0.0,0.0,0.0,0.0,,
de:08416:10337:0:1,Pfrondorf Steinbruchstraße,5,0.0,0.0,0.0,0.0,,
de:08416:11000:14:G,Tübingen Hauptbahnhof,5,9.0,3.6,9.0,0.0,,
de:08416:10700:0:1,Tübingen Hegelstraße,10,0.0,0.0,0.0,0.0,,
de:08416:10918:0:1,Tübingen Regierungspräsidium,2,0.0,0.0,0.0,0.0,,
de:08416:10914:0:1,Tübingen Gottlob-Braeuning-Str,2,0.0,0.0,0.0,0.0,,
de:08416:10916:0:1,Tübingen Mühlbachäcker,2,0.0,,0.0,,,
de:08416:11000:11:A,Tübingen Hauptbahnhof,16,0.42,0.1,0.0,0.0,,
de:08416:10503:0:3,Tübingen Uni / Neue Aula,18,0.033,0.033,0.0,0.0,,
de:08416:10250:0:1,Tübingen Linsenbergstraße,5,0.0,0.0,0.0,0.0,,
de:08416:10252:0:4,Tübingen Sand Drosselweg,6,0.0,0.383,0.0,0.0,,
de:08416:10251:0:1,Tübingen Sand Nordring,5,0.0,0.0,0.0,0.0,,
de:08416:10253:0:1,Tübingen Falkenweg,5,0.0,0.0,0.0,0.0,,
de:08416:10213:0:1,Tübingen WHO Ahornweg,24,0.0,0.088,0.0,0.0,,
de:08416:10212:0:1,Tübingen WHO Erlenweg,22,0.086,0.091,0.0,0.0,,
de:08416:10211:0:1,Tübingen WHO Pappelweg,22,0.082,0.086,0.0,0.0,,
de:08416:10260:0:1,Tübingen WHO Ulmenweg,22,0.082,0.25,0.0,0.0,,
de:08416:10260:0:4,Tübingen WHO Ulmenweg,26,0.0,0.065,0.0,0.0,,
de:08416:10211:0:4,Tübingen WHO Pappelweg,26,0.058,0.065,0.0,0.0,,
de:08416:10212:0:4,Tübingen WHO Erlenweg,26,0.042,0.042,0.0,0.0,,
de:08416:10213:0:4,Tübingen WHO Ahornweg,27,0.063,0.207,0.0,0.0,,
de:08416:10214:0:1,Tübingen Weißdornweg,6,0.083,0.133,0.0,0.0,,
de:08416:10234:0:4,Tübingen Waldhäuser Straße,6,0.183,0.183,0.0,0.0,,
de:08416:10229:0:4,Tübingen Maria-von-Linden-Str.,6,0.083,0.083,0.0,0.0,,
de:08416:10233:0:4,Tübingen Max-Planck-Institute,6,0.0,0.0,0.0,0.0,,
de:08416:10231:0:4,Tübingen Sternwarte,6,0.0,0.0,0.0,0.0,,
de:08416:10232:0:4,Tübingen Auf dem Kreuz,6,0.0,0.0,0.0,0.0,,
de:08416:10230:0:4,"Tübingen, Robert-Gradmann-Weg",6,0.0,0.0,0.0,0.0,,
de:08416:10222:0:4,Tübingen Engelfriedshalde,13,0.092,0.092,0.0,0.0,,
de:08416:10221:0:4,Tübingen Im Rotbad,13,0.115,0.131,0.0,0.0,,
de:08416:10235:0:4,Tübingen Brunsstraße,13,0.2,0.208,0.0,0.0,,
de:08416:11000:12:E,Tübingen Hauptbahnhof,16,0.0,0.044,0.0,0.0,,
de:08416:10901:0:1,Tübingen Hechinger Straße,8,0.0,0.0,0.0,0.0,,
de:08416:10920:0:1,Tübingen Loretto,8,0.0,0.0,0.0,0.0,,
de:08416:10921:0:2,Tübingen Hechinger Eck,6,0.0,0.0,0.0,0.0,,
de:08416:10729:0:1,Tübingen Memmingerstraße,6,0.0,0.0,0.0,0.0,,
de:08416:10704:0:1,Tübingen Heinlenstraße,14,0.0,0.0,0.0,0.0,,
de:08416:10705:0:2,Tübingen Feuerhägle,14,0.0,0.0,0.0,0.0,,
de:08416:10706:0:1,Tübingen Paul-Dietz-Straße,6,0.0,0.0,0.0,0.0,,
de:08416:10722:0:1,Tübingen Fuchsstraße,6,0.0,0.0,0.0,0.0,,
de:08416:10723:0:4,Tübingen Nelkenweg,8,0.0,0.0,0.0,0.0,,
de:08416:10722:0:4,Tübingen Fuchsstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10706:0:4,Tübingen Paul-Dietz-Straße,2,0.0,0.0,0.0,0.0,,
de:08416:10713:0:1,Tübingen Feuerhägle Schulen,11,0.009,0.082,0.0,0.0,,
de:08416:10704:0:4,Tübingen Heinlenstraße,11,0.0,0.036,0.0,0.0,,
de:08416:10729:0:4,Tübingen Memmingerstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10921:0:4,Tübingen Hechinger Eck,4,0.0,0.0,0.0,0.0,,
de:08416:10920:0:4,Tübingen Loretto,4,0.0,0.0,0.0,0.0,,
de:08416:10901:0:4,Tübingen Hechinger Straße,4,0.0,0.0,0.0,0.0,,
de:08416:10235:0:1,Tübingen Brunsstraße,10,0.05,0.05,0.0,0.0,,
de:08416:10220:0:1,Tübingen Goethestraße,10,0.05,0.05,0.0,0.0,,
de:08416:10221:0:1,Tübingen Im Rotbad,10,0.0,0.0,0.0,0.0,,
de:08416:10222:0:1,Tübingen Engelfriedshalde,10,0.0,0.0,0.0,0.0,,
de:08416:10230:0:1,"Tübingen, Robert-Gradmann-Weg",6,0.0,0.0,0.0,0.0,,
de:08416:10232:0:1,Tübingen Auf dem Kreuz,4,0.0,0.0,0.0,0.0,,
de:08416:10231:0:1,Tübingen Sternwarte,4,0.0,0.0,0.0,0.0,,
de:08416:10233:0:1,Tübingen Max-Planck-Institute,4,0.0,0.0,0.0,0.0,,
de:08416:10229:0:1,Tübingen Maria-von-Linden-Str.,4,0.0,0.0,0.0,0.0,,
de:08416:10234:0:1,Tübingen Waldhäuser Straße,17,0.0,0.0,0.0,0.0,,
de:08416:10214:0:4,Tübingen Weißdornweg,4,0.0,0.0,0.0,0.0,,
de:08416:10242:0:4,Tübingen Winkelwiese,8,0.275,0.338,0.0,0.0,,
de:08416:10241:0:4,Tübingen Niethammerstraße,7,0.143,0.157,0.0,0.0,,
de:08416:10240:0:4,Tübingen Corrensstraße,8,0.125,0.138,0.0,0.0,,
de:08416:10243:0:4,Tübingen Schönblick,8,0.125,0.15,0.0,0.0,,
de:08416:10810:0:1,Tübingen Sternplatz,10,0.0,0.0,0.0,0.0,,
de:08416:10811:0:1,Tübingen Kiesäckerstraße,10,0.0,0.0,0.0,0.0,,
de:08416:10812:0:1,Tübingen Königsberger Straße,9,0.0,0.0,0.0,0.0,,
de:08416:10814:0:1,Tübingen Görlitzer Weg,7,0.0,0.0,0.0,0.0,,
de:08416:10817:0:1,Tübingen Tilsiter Weg,7,0.0,0.0,0.0,0.0,,
de:08416:10815:0:1,Tübingen Wennf. Garten,7,0.0,,0.0,,,
